"genus_category","genus_number","species_name","scientific_name","description","identification_features","fun_fact","rarity","id","created_date","updated_date","created_by_id"
"Blumen","52","Kleiner Storchschnabel","Geranium pusillum","Der Kleine Storchschnabel ist eine niedrig wachsende, mehrjährige Pflanze, die häufig in Wiesen und auf verbauten Flächen zu finden ist. Sie hat kleine, rosa-lila Blüten und eine charakteristische, gezackte Blattform.","Die Blätter sind handförmig und bis zu 5-lappig. Die Blüten sind schalenförmig und haben fünf Blütenblätter, die in der Regel lila gefärbt sind.","Die Samen des Kleinen Storchschnabels haben Haken, die sich an Tierfellen festhalten, um die Pflanze zu verbreiten.","Häufig","694a98760a63e5abe98adbd5","2025-12-23T13:26:14.109000","2025-12-23T13:26:14.109000","68f74de059737140aeca0a36"
"Bäume","22","Kriech-Wacholder","Juniperus horizontalis","Der Kriech-Wacholder ist ein niedrig wachsender Strauch, der häufig als Bodendecker verwendet wird. Er hat schuppenartige und nadelförmige Blätter und produziert blaue Beeren, die essbar sind, jedoch einen starken Geschmack haben.","Die Pflanze hat eine dichte, kriechende Wuchsform mit einem Durchmesser von bis zu zwei Metern. Die Blätter sind grün bis blaugrün, und die Beeren sind kugelförmig und reifen im Spätherbst.","Die Beeren des Wacholders werden oft zur Herstellung von Gin verwendet, was ihn zu einem wichtigen Bestandteil für viele Cocktails macht!","Häufig","6946db60ef0e973a902b29df","2025-12-20T17:22:40.033000","2025-12-20T17:22:40.033000","68ed5acb3c768a7480fef6a0"
"Blumen","89","Tellerkraut","Claytonia perfoliata","Das Tellerkraut ist eine essbare Pflanze, die in feuchten Böden wächst und häufig in stärken Regionen vorkommt. Es zeichnet sich durch seine herzförmigen Blätter und kleinen weißen oder rosa Blüten aus, die im Frühjahr erscheinen.","Die Blätter sind fleischig und haben eine runde bis herzförmige Form. Die kleinen Blüten erscheinen in Trauben und sind entweder weiß oder leicht rosa und erscheinen meist früh im Jahr.","Tellerkraut kann roh gegessen werden und hat einen frischen, leicht nussigen Geschmack. Kinder finden es spannend, das junge Kraut in Salaten oder als Snack zu verwenden!","Häufig","6946d152087bcd2bf2f32a6b","2025-12-20T16:39:46.020000","2025-12-20T16:39:46.020000","68ed5acb3c768a7480fef6a0"
"Blumen","88","Christrose","Helleborus niger","Die Christrose ist eine mehrjährige Pflanze, die in der winterlichen Blütenlandschaft auffällt. Ihre weißen bis grünlichen Blüten erscheinen oft schon im Spätwinter und sind eine willkommene Farbe in der kalten Jahreszeit.","Die Christrose hat große, schalenförmige Blüten, die in Trauben erscheinen. Die Blätter sind handförmig und grün, mit tiefen Einschnitten und einer derben Textur.","Die Christrose kann in sehr kalten Temperaturen blühen, sogar manchmal wenn noch Schnee auf dem Boden liegt!","Gelegentlich","6946ce29d68ac2877c65c96b","2025-12-20T16:26:17.360000","2025-12-20T16:26:17.360000","68ed5acb3c768a7480fef6a0"
"Blumen","87","Breitblättriger Rohrkolben","Typha latifolia","Der Breitblättrige Rohrkolben ist eine ausdauernde, hochwachsende Wasserpflanze, die vor allem in feuchten Gebieten und am Ufer von Gewässern vorkommt. Sie zeichnet sich durch ihre langen, flachen Blätter und die charakteristischen, zylindrischen Blütenstände aus, die wie braune Röhren aussehen.","Die Pflanze hat schilfartige, breite Blätter, die bis zu 3 cm breit werden können. Die Blütenstände stehen in einer Höhe von etwa 1 bis 2 Meter über dem Wasserspiegel und sind braun gefärbt.","Die langen, zylindrischen Blütenstände können im Sommer aussehen wie kleine Zäpfchen, und die Pflanzen sind sehr beliebt bei Vögeln, die sich von ihren Samen ernähren.","Häufig","6946ccba17db584788fb36f5","2025-12-20T16:20:10.469000","2025-12-20T16:20:10.469000","68ed5acb3c768a7480fef6a0"
"Blumen","77","Dalmatiner Krokus","Crocus tommasinianus","Der Dalmatiner Krokus ist eine frühblühende Zwiebelblume, die in einer Vielzahl von Farben, vor allem in lila und weiß, blüht. Er wächst oft in Wiesen und Gärten und ist bekannt für seine attraktiven, pfeilförmigen Blütenblätter.","Die Blüten sind glockenförmig und erscheinen zu Beginn des Frühlings, oft schon während des Schneefalls. Die Blätter sind schmal, grün und wachsen direkt aus der Zwiebel.","Die Blüten des Dalmatiner Krokus öffnen sich, wenn die Sonne scheint, und schließen sich bei bewölktem Wetter!","Gelegentlich","694179f659d343083f8f9c62","2025-12-16T15:25:42.786000","2025-12-16T15:25:42.786000","68ed5acb3c768a7480fef6a0"
"Blumen","86","Kleine Klette","Arctium minus","Die Kleine Klette ist eine ausdauernde Pflanze, die vor allem in feuchten Wiesen und an Wegrändern vorkommt. Sie ist bekannt für ihre großen, schützend behaarten Blätter und auffälligen, lila Blüten, die im Spätsommer erscheinen.","Die Klette hat große, rauhe Blätter, die eine herzförmige bis elliptische Form haben. Die Blütenköpfe sind kugelig und lila gefärbt, mit stacheligen Hüllblättern, die sich im reifen Zustand an Kleidung und Tierfellen festsetzen können.","Die Klettenfrüchte können an der Kleidung kleben bleiben und so Samen über größere Entfernungen verbreiten, was den Pflanzen sehr hilft, neue Plätze zu besiedeln.","Häufig","69414f6d206eb3f768b7ce65","2025-12-16T12:24:13.229000","2025-12-16T12:24:13.229000","68ed5acb3c768a7480fef6a0"
"Blumen","85","Wilde Karde","Dipsacus fullonum","Die Wilde Karde ist eine mehrjährige Pflanze, die in feuchten Wiesen und an Wegrändern wächst. Sie hat auffällige, stachelige Blütenköpfe, die eine wichtige Nahrungsquelle für viele Insekten darstellen.","Die Pflanze kann bis zu 1,5 Meter hoch werden und hat große, gezähnte Blätter. Die Blüten sind lila bis violett und sitzen auf einem charakteristisch stacheligen Blütenstand.","Die stacheligen Samenstände der Wilden Karde wurden früher zum Kardieren von Wolle verwendet, was ihr den Namen gab.","Gelegentlich","69406bb5abb26efd5c6c49c0","2025-12-15T20:12:37.136000","2025-12-15T20:12:37.136000","68ed5acb3c768a7480fef6a0"
"Blumen","30","Dunkle Königskerze","Verbascum nigrum","Die Dunkle Königskerze ist eine mehrjährige Pflanze, die von Juni bis September blüht. Sie hat große, auffällige gelbe Blüten, die in langen Trauben angeordnet sind und zieht viele Insekten an.","Die Pflanze hat große, behaarte Blätter, die eine graugrüne Farbe haben. Ein charakteristisches Merkmal sind die hohen Blütenstände mit dichten Blütenähren.","Die Dunkle Königskerze wurde in der traditionellen Medizin verwendet, um Husten und Atemwegserkrankungen zu behandeln.","Gelegentlich","69404a3ba32b64bbae75f90c","2025-12-15T17:49:47.994000","2025-12-15T17:49:47.994000","68ed5acb3c768a7480fef6a0"
"Blumen","84","Gewöhnlicher Blutweiderich","Lythrum salicaria","Der Gewöhnliche Blutweiderich ist eine ausdauernde, krautige Pflanze, die vor allem in feuchten Gebieten wie Ufern und Wiesen vorkommt. Er zeichnet sich durch seine auffälligen, rosa bis purpurfarbenen Blüten aus, die von Juli bis September blühen.","Die Pflanze erreicht eine Höhe von 30 bis 120 cm und hat aufrechte, behaarte Stängel mit gegenständigen, lanzettlichen Blättern. Die Blüten stehen in lockeren Ähren und haben fünf Blütenblätter.","Die Blüten sind eine wichtige Nahrungsquelle für Bienen und andere Insekten.","Häufig","694029c3b5ad682513966070","2025-12-15T15:31:15.407000","2025-12-15T15:31:15.408000","68ed5acb3c768a7480fef6a0"
"Blumen","83","Wilde Möhre","Daucus carota","Die Wilde Möhre ist eine mehrjährige Pflanze, die in Europa weit verbreitet ist. Ihre Blüten sind klein, weiß und formen eine lappenartige Doldenblüte, die besonders im Sommer auffällt.","Die Pflanze hat gefiederte Blätter und eine charakteristische, karottenartige Wurzel. Die Blüten stehen in dichten, flachen Dolden zusammen.","Die Wilde Möhre war eine der ersten Kultivierten Möhren, bevor die orangefarbene Variante gezüchtet wurde, und wird manchmal auch als 'Kümmel' bezeichnet.","Häufig","694010688a905afd0c039e1c","2025-12-15T13:43:04.407000","2025-12-15T13:43:04.407000","68ed5acb3c768a7480fef6a0"
"Blumen","37","Sand-Mohn","Papaver argemone","Der Sand-Mohn ist eine einjährige Pflanze, die hauptsächlich auf sandigen und trockenen Böden wächst. Er bildet auffällige, leuchtend rote Blüten, die eine charakteristische schwarze Fleck auf jeder Blütenblatt haben.","Die Blüten sind groß und leuchtend rot mit schwarzen Flecken, die Blätter sind stark eingeschnitten und behaart. Die Pflanze kann bis zu 60 cm hoch werden.","Die Samen des Mohns sind essbar und werden in vielen Kulturen als Nahrungsmittel verwendet.","Gelegentlich","693ff83e811e5238725ce12a","2025-12-15T11:59:58.074000","2025-12-15T11:59:58.074000","68ed5acb3c768a7480fef6a0"
"Blumen","36","Wiesenmargerite","Leucanthemum ircutianum","Die Wiesenmargerite ist eine mehrjährige Blume, die häufig auf Wiesen und in Graslandschaften vorkommt. Sie hat große, weiße Blütenblätter und eine auffällige gelbe Mitte, die Bienen und Schmetterlinge anzieht.","Die Wiesenmargerite zeichnet sich durch ihre großen, weißen Blüten mit einem gelben Zentrum aus. Sie hat lanzettliche Blätter, die grundständig wachsen, und kann eine Höhe von bis zu 80 cm erreichen.","Die Wiesenmargerite ist nicht nur schön, sondern auch nahrhaft für viele Insekten, die von ihren Blüten angelockt werden!","Häufig","693ff74bbeb188ea4ca08f07","2025-12-15T11:55:55.256000","2025-12-15T11:55:55.256000","68ed5acb3c768a7480fef6a0"
"Blumen","82","Wiesen-Flockenblume","Centaurea jacea","Die Wiesen-Flockenblume ist eine mehrjährige Pflanze, die vor allem in feuchten Wiesen und auf Weiden vorkommt. Sie hat auffällige, lila bis purpurfarbene Blüten und zieht zahlreiche Insekten an, besonders Schmetterlinge.","Kennzeichnend sind die abstrahlenden Blütenköpfe mit langen, dünnen Blütenblättern und die behaarten, schmalen Blätter. Die Pflanze kann bis zu einem Meter hoch werden und wächst bevorzugt in sonnigen Lagen.","Die Wiesen-Flockenblume ist nicht nur schön, sondern auch nützlich! Sie dient als Futterpflanze für viele Insekten wie Bienen und Schmetterlinge.","Häufig","693ff67499164984321e1977","2025-12-15T11:52:20.716000","2025-12-15T11:52:20.716000","68ed5acb3c768a7480fef6a0"
"Blumen","81","Garten-Tulpe","Tulipa gesneriana","Die Garten-Tulpe ist eine beliebte Zierpflanze, die vor allem in Gärten und Parks angepflanzt wird. Ihre auffälligen Blüten erscheinen in verschiedenen Farben und Formen, was sie zu einer besonders begehrten Pflanze macht.","Die Garten-Tulpe hat große, schalenförmige Blüten, die oft in leuchtenden Farben wie Rot, Gelb oder Weiß erscheinen. Die Blätter sind lang und schmal, typischerweise grün und wachsen basalang.","Wusstest du, dass Tulpen früher so wertvoll waren, dass sie als Geld verwendet wurden? Diese Zeit nennt man ""Tulpenmanie"".","Häufig","693ff5bf9b27b7fefde51d65","2025-12-15T11:49:19.116000","2025-12-15T11:49:19.116000","68ed5acb3c768a7480fef6a0"
"Sträucher","36","Japanische Zierquitte","Chaenomeles japonica","Die Japanische Zierquitte ist ein kleiner Strauch, der sich durch seine auffälligen, leuchtenden Blüten auszeichnet, die im Frühling erscheinen. Sie ist oft in Gärten zu finden, wo sie wegen ihrer dekorativen Eigenschaften geschätzt wird.","Die Pflanze hat dornige Äste und glänzende, grüne Blätter. Die Blüten sind meist rot, rosa oder weiß und erscheinen vor dem Laub.","Die Japanische Zierquitte ist nicht nur schön anzusehen, sondern die Früchte sind auch essbar und angeblich sehr gesund!","Gelegentlich","693d3e14dbd79aec8a14d949","2025-12-13T10:21:08.029000","2025-12-13T22:39:17.948000","68ed5acb3c768a7480fef6a0"
"Blumen","31","Echter Waldmeister","Galium odoratum","Der Echter Waldmeister ist eine mehrjährige Pflanze, die in schattigen, feuchten Wäldern wächst. Sie hat herzförmige Blätter und charakteristische weiße Blüten, die im Frühling blühen und für ihren süßlichen Duft bekannt sind.","Er erkennbare Merkmale sind die quirligen Blätter, die wie ein Kranz um den Stängel angeordnet sind, und die kleinen, weißen sternförmigen Blüten.","Waldmeister wird oft in Getränken wie Maibowle verwendet, da er einen süßlichen und aromatischen Geschmack hat.","Häufig","693c4bc7049150f9306f42fe","2025-12-12T17:07:19.112000","2025-12-13T22:39:18.417000","68ed5acb3c768a7480fef6a0"
"Blumen","32","Kuckucks-Lichtnelke","Silene flos-cuculi","Die Kuckucks-Lichtnelke ist eine mehrjährige krautige Pflanze, die in feuchten Wiesen und Uferbereichen vorkommt. Sie zeichnet sich durch ihre zarten, pinken Blüten aus, die meist in lockeren Blütenständen stehen.","Die Blüten sind in leicht gewellten Kelchen mit fünf zackigen Blütenblättern angeordnet. Die Pflanze hat rauhe, lanzettliche Blätter, die oft eine graugrüne Farbe haben.","Die Kuckucks-Lichtnelke ist bekannt dafür, dass sie oft zeitgleich mit dem Kuckuck im Frühling blüht, was ihr ihren Namen einbrachte!","Gelegentlich","693c46bd3d1e6db0a2dc6b64","2025-12-12T16:45:49.450000","2025-12-13T22:39:18.939000","68ed5acb3c768a7480fef6a0"
"Blumen","80","Hohler Lerchensporn","Corydalis cava","Der Hohle Lerchensporn ist eine mehrjährige, krautige Pflanze, die vor allem in laubabwerfenden Wäldern wächst. Sie hat zarte, gefiederte Blätter und produziert im Frühjahr hübsche, gelbliche, hängende Blüten.","Die Blüten sind hängend und haben eine charakteristische Form, die an einen Lerchenschwanz erinnert. Die Blätter sind gefiedert und wachsen in einer Rosette.","Die Wurzeln des Hohlen Lerchensporns sind essbar und wurden früher in der Volksmedizin verwendet.","Gelegentlich","693c45a1d2f0e32852bef93d","2025-12-12T16:41:05.662000","2025-12-13T22:39:19.438000","68ed5acb3c768a7480fef6a0"
"Blumen","14","Frühlings-Fingerkraut","Potentilla verna","Das Frühlings-Fingerkraut ist eine mehrjährige krautige Pflanze, die typischerweise in Wiesen und lichten Wäldern wächst. Es bildet Rosetten aus handförmigen Blättern und zeigt im Frühling leuchtend gelbe Blüten.","Die Hauptmerkmale sind die handförmigen Blätter und die gelben Blüten mit fünf Blütenblättern, die in dichten Blütenständen erscheinen. Die Pflanze hat einen niedrig wachsenden Wuchs von etwa 10 bis 30 cm.","Frühlings-Fingerkraut ist ein beliebtes Ziel für kleine Gartenbesucher wie Schmetterlinge und Bienen, die von seinen Blüten angelockt werden!","Häufig","693c2ef13d1e6db0a2dc4556","2025-12-12T15:04:17.920000","2025-12-13T22:39:19.985000","68ed5acb3c768a7480fef6a0"
"Blumen","48","Echte Schlüsselblume","Primula veris","Die Echte Schlüsselblume ist eine mehrjährige Pflanze, die oft in feuchten Wiesen und Waldrändern vorkommt. Sie hat gelbe, trichterförmige Blüten, die in Dolden angeordnet sind und im Frühjahr blühen.","Die Pflanze hat eine Rosette aus langen, schmalen Blättern und trägt auffällige, gelbe Blüten mit einer charakteristischen Form, die an einen Schlüssel erinnern.","Die Echte Schlüsselblume gilt in vielen Kulturen als Glücksbringer und wird oft mit dem Frühling und der Wiedergeburt in Verbindung gebracht.","Häufig","693c22681c7f728c89685aa0","2025-12-12T14:10:48.112000","2025-12-13T22:39:20.483000","68ed5acb3c768a7480fef6a0"
"Blumen","79","Buschwindröschen","Anemonoides nemorosa","Das Buschwindröschen ist eine mehrjährige Pflanze mit zarten weißen Blüten, die im frühen Frühling blühen. Es wächst oft in Laubwäldern und bildet teppichartige Bestände.","Die Blüten haben meist sechs Blütenblätter und sind von grünen, gefiederten Blättern umgeben. Der Stängel ist aufrecht und erreicht eine Höhe von 10 bis 30 cm.","Wusstest du, dass die Blüten des Buschwindröschen sich während der Nacht schließen?","Häufig","693c1f5963276e087d147d69","2025-12-12T13:57:45.767000","2025-12-13T22:39:20.996000","68ed5acb3c768a7480fef6a0"
"Blumen","78","Gewöhnliche Pestwurz","Petasites hybridus","Die Gewöhnliche Pestwurz ist eine mehrjährige Pflanze, die vor allem in feuchten Wäldern und an Gewässern wächst. Sie bildet große Blätter aus, die oft eine herzförmige Grundform aufweisen. Ihre Blüten erscheinen früh im Jahr, bevor die Blätter vollständig austreiben.","Die Pflanze zeichnet sich durch große, runde Blätter und hohe Blütenstände mit kleinen, weißen Blüten aus. Die Blüten erscheinen vor dem Blattaustrieb.","Wusstest du, dass die Gewöhnliche Pestwurz in der Antike als Heilpflanze gegen verschiedene Krankheiten verwendet wurde?","Gelegentlich","693c0b6dd2751c6c9e1aa911","2025-12-12T12:32:45.224000","2025-12-13T22:39:21.470000","68ed5acb3c768a7480fef6a0"
"Blumen","77","Gelber Krokus","Crocus chrysanthus","Der Gelbe Krokus ist eine früh blühende Zwiebelpflanze, die häufig im Frühjahr auf blühenden Wiesen und in Gärten zu finden ist. Seine leuchtend gelben Blüten sind eine der ersten Farbtupfer, die das Ende des Winters ankündigen.","Der Gelbe Krokus hat typische, schmal geformte Blätter und auffällige, goldgelbe Blüten mit einer charakteristischen Form. Die Blüten öffnen sich bei Sonnenlicht und schließen sich bei Dunkelheit.","Wusstest du, dass die Bienen den Gelben Krokus lieben? Sie besuchen die Blüten früh im Jahr, um Nektar zu sammeln, wenn andere Blumen noch nicht blühen!","Häufig","693bf6fad652cd0743b51d4d","2025-12-12T11:05:30.869000","2025-12-13T22:39:22.061000","68ed5acb3c768a7480fef6a0"
"Blumen","76","Märzenbecher","Leucojum vernum","Der Märzenbecher ist eine früh blühende Zwiebelpflanze, die in der Regel im ausgehenden Winter oder frühen Frühling blüht. Seine weißen, glockenförmigen Blüten fallen durch ihre Anordnung und Knotenpunkte am Stängel auf.","Der Märzenbecher hat glockenförmige, weiße Blüten, die in Dolden angeordnet sind. Die Blätter sind schmal und schwertförmig, und die Pflanze erreicht eine Höhe von 15 bis 30 cm.","Der Märzenbecher gilt als eines der ersten Zeichen des Frühlings und kann manchmal sogar durch den Schnee blühen!","Gelegentlich","693be7ddc5456a779df89f94","2025-12-12T10:01:01.681000","2025-12-13T22:39:22.536000","68ed5acb3c768a7480fef6a0"
"Blumen","23","Gemeiner Huflattich","Tussilago farfara","Der Gemeine Huflattich ist eine mehrjährige Pflanze, die oft auf feuchten Wiesen und an Wegrändern zu finden ist. Er kann bis zu 30 cm hoch werden und blüht bereits im zeitigen Frühjahr, bevor die Blätter austreiben.","Die Blüten sind leuchtend gelb und ähneln kleinen Sonnen, während die Blätter groß und herzförmig sind, jedoch erst später im Jahr erscheinen.","Die Blüten des Huflattichs sind eine der ersten Pflanzen, die im Frühling blühen und können sogar Schneeschichten durchbrechen!","Häufig","693bdf911be3ed071225c48d","2025-12-12T09:25:37.073000","2025-12-13T22:39:23.149000","68ed5acb3c768a7480fef6a0"
"Blumen","75","Schneeglöckchen-Wildform","Galanthus × allenii","Galanthus × allenii ist ein zwergwüchsiges Schneeglöckchen, das durch seine weißen, hängenden Blüten gekennzeichnet ist. Diese Pflanze blüht in der Regel früh im Jahr, oft noch bevor der Schnee geschmolzen ist.","Erkennbar an den schmalen, langen Blättern und den typischen weißen Blüten, die wie kleine Glocken aussehen und hängend sind.","Wusstest du, dass Schneeglöckchen oft die ersten Blumen sind, die im Frühling blühen? Sie bringen einen Hauch von Frühling, selbst wenn der Schnee noch auf dem Boden liegt!","Gelegentlich","693bd23eae77f47b21e6905a","2025-12-12T08:28:46.925000","2025-12-13T22:39:23.719000","68ed5acb3c768a7480fef6a0"
"Sträucher","3","Weitere Arten dieser Gattung","Rubus armeniacus","Die Brombeere ist ein dorniger Strauch, der essbare Beeren produziert. Sie wächst bevorzugt an sonnigen, offenen Standorten und kann schnell dichte Bestände bilden.","Brombeeren sind durch ihre einfachen, gelappten Blätter und die dornigen Triebe gut erkennbar. Die Blüten sind weiß bis rosa und erscheinen im Sommer, gefolgt von den typischen schwarzen Früchten.","Wusstest du, dass man aus Brombeeren leckere Marmelade machen kann? Aber Vorsicht: Die Dornen können ganz schön pieksen!","Häufig","692ab9bb00369f03dd8a70a5","2025-11-29T09:15:39.355000","2025-12-13T22:39:24.254000","692575bbe8de86deb6e9173d"
"Blumen","73","Pannonisches-Traubenkraut","Tripolium pannonicum","Das Pannonische Traubenkraut ist eine mehrjährige krautige Pflanze, die vor allem in feuchten Wiesen und an Wegrändern vorkommt. Es hat typische hohle Stängel und blüht mit auffälligen gelben Blüten, die in Trauben angeordnet sind.","Die Blätter sind schmal und linealisch, während die Blüten in dichten Trauben erscheinen. Die Stängel sind grün und können bis zu 1 Meter hoch werden.","Wusstest du, dass das Pannonische Traubenkraut ganz schön nützlich ist? Es wird oft von Bienen besucht, die ihren süßen Nektar sammeln!","Gelegentlich","6920fc413e6491a0329d67f2","2025-11-21T23:56:49.364000","2025-12-13T22:39:24.720000","68ed5acb3c768a7480fef6a0"
