"quest_number","title","description","requirement","category","required_discoveries","target_genus_name","target_species_name","id","created_date","updated_date","created_by_id","created_by"
"242","Die Herbstperlen der Eberesche","Die Eberesche schm?ckt sich im Oktober mit leuchtend roten Beeren, die wie kleine Perlen in den herbstlichen Zweigen h?ngen. Diese Fr?chte sind ein wichtiger Energielieferant f?r V?gel und andere Tiere, wenn die Tage k?rzer und k?lter werden. F?r den Menschen waren sie fr?her eine wertvolle Ressource, aus der Marmeladen und Lik?re hergestellt wurden. Entdecke einen Ebereschenbaum in voller Frucht und erfahre, wie diese Art den Herbst mit Farbe und Leben bereichert.","Scanne eine Eberesche mit roten Beeren.","B?ume","1","Eberesche","","6941749ee6fcc4e7735c3cf2","2025-12-16T15:02:54.306000","2025-12-16T15:02:54.306000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"241","Die leuchtenden Fr?chte der Rosen","Mitten im Oktober beginnt die Zeit der Hagebutten. Die leuchtend roten Fr?chte der Wildrosen sind nicht nur ein Blickfang in den herbstlichen Hecken, sondern auch eine wichtige Nahrungsquelle f?r V?gel und andere Tiere. Reich an Vitamin C, wurden sie fr?her vom Menschen gesammelt und zu Tee oder Marmelade verarbeitet. Finde eine Hagebutte in einer Hecke und entdecke, wie diese kleinen Fr?chte den Kreislauf des Lebens im Herbst unterst?tzen.","Scanne eine Hagebutte an einer Wildrosenhecke.","Str?ucher","1","Rose","","6941674ca73861d1e5544bbb","2025-12-16T14:06:04.137000","2025-12-16T14:06:04.137000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"240","Das violette Kleid der Heide","Wenn der Herbst Einzug h?lt, f?rbt das Heidekraut die Landschaft in zarte Violett- und Rosat?ne. Diese Pflanze ist ein Meister der Anpassung an karge, n?hrstoffarme B?den und pr?gt die typischen Heidefl?chen Norddeutschlands. Als immergr?ne Pflanze wird sie auch oft als Friedhofsbepflanzung verwendet. Ihre Bl?ten bieten sp?ten Insekten wie Bienen und Schmetterlingen noch wertvolle Nahrung, bevor der Winter kommt.","Scanne eine bl?hende Heidepflanze.","Blumen","1","Heidekraut","","694162fe206eb3f768b7e21d","2025-12-16T13:47:42.602000","2025-12-16T13:47:42.602000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"239","H?ngen geblieben","Die Gro?e Klette hat eine einfache, aber ?u?erst effektive Strategie: Ihre Fr?chte sind mit kleinen Haken versehen, die sich im Fell von Tieren oder an Kleidung festsetzen. So werden die Samen ?ber weite Strecken transportiert und fallen erst sp?ter wieder ab. Diese Form der Samenverbreitung nennt man Haftverbreitung. Die Klette zeigt exemplarisch, wie Pflanzen Tiere in ihre Lebenszyklen einbeziehen ? ganz ohne Nektar oder Fr?chte. Finde eine Klette mit reifen Klettfr?chten und entdecke, warum Mitreisen oft erfolgreicher ist als Fliegen.","Scanne eine Klette mit reifen, hakenf?rmigen Fr?chten.","Blumen","1","Klette","","69415673a478d4dcc3ac0bb8","2025-12-16T12:54:11.540000","2025-12-16T12:54:11.540000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"238","Flug mit dem Wind","Wenn der L?wenzahn seine wei?en Pusteblumen bildet, ist die n?chste Generation bereits startklar. Jeder einzelne Samen besitzt einen feinen Haarschirm, der ihn vom Wind tragen l?sst ? manchmal nur wenige Meter, manchmal ?ber gro?e Distanzen. Diese Form der Samenverbreitung nennt man Windverbreitung. Sie erm?glicht es dem L?wenzahn, offene Fl?chen schnell zu besiedeln und neue Lebensr?ume zu erschlie?en.
Es hei?t, wer es schafft, alle Samen einer Pusteblume mit einem einzigen Atemzug fortzublasen, darf sich dabei etwas w?nschen.
Finde eine Pusteblume und w?nsch dir was!","Scanne eine Pusteblume mit reifen Samen.","Blumen","1","L?wenzahn","","69414e95ebd2db3e7e91d762","2025-12-16T12:20:37.270000","2025-12-16T12:20:37.270000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"237","Strategie statt Verfall","Im Fr?hherbst verf?rben sich die Bl?tter vieler B?ume ? besonders eindrucksvoll beim Ahorn. Die Farben entstehen nicht zuf?llig: Wenn die Tage k?rzer werden, baut der Baum das gr?ne Blattpigment Chlorophyll ab und zieht die darin gespeicherten N?hrstoffe in Stamm und Wurzeln zur?ck. Gelbe Farbstoffe (Carotinoide) waren schon immer im Blatt vorhanden und werden jetzt sichtbar. Rote Farbstoffe (Anthocyane) hingegen werden neu gebildet und sch?tzen das Blatt vor starker Herbstsonne und K?ltestress, solange der N?hrstoffr?ckzug noch l?uft. So nutzt der Baum den Herbst aktiv, um Ressourcen zu sichern, bevor er die Bl?tter abwirft. Finde einen Ahorn mit verf?rbten Bl?ttern und entdecke, warum der Herbst kein Ende, sondern eine Strategie ist.","Scanne drei Ahornb?ume mit deutlich verf?rbten Bl?ttern (gelb, orange oder rot).","B?ume","3","Ahorn","","694144fc0d54071cef1eb621","2025-12-16T11:39:40.222000","2025-12-16T12:15:35.799000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"236","Kastanienzeit","Im Fr?hherbst liegen Kastanien vielerorts auf dem Boden. Dabei sehen sich Esskastanie und Rosskastanie ?hnlich, erf?llen aber sehr unterschiedliche Rollen im ?kosystem. Esskastanien sind st?rkereiche Fr?chte und seit Jahrtausenden eine wichtige Nahrungsquelle f?r Tiere und Menschen. Rosskastanien hingegen sind f?r den Menschen ungenie?bar, dienen aber Wildtieren als Notnahrung und pr?gen als Stadt- und Parkb?ume viele Landschaften.","Scanne einen Kastanienbaum - nehme dich vor fallenden Fr?chten in Acht!","B?ume","1","Kastanie","","694143c31c895b26e33421e5","2025-12-16T11:34:27.621000","2025-12-16T11:34:27.621000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"235","Farben, Namen und N?sse","Die Rotbuche l?sst jetzt ihre Bucheckern reifen. In sogenannten Mastjahren tr?gt sie besonders viele Fr?chte und versorgt damit M?use, Wildschweine, V?gel und zahlreiche weitere Waldbewohner.
Manche Buchen zeigen das ganze Jahr ?ber rote Bl?tter ? dabei handelt es sich jedoch nicht um die Rotbuche, sondern um Blutbuchen, eine besondere Form der Rotbuche. Ein hoher Anteil an Anthocyane sorgt f?r eine dauerhafte rotf?rbung der Bl?tter. In den meisten F?llen handelt es sich bei der Blutbuche um gez?chtete und gepflanze Varianten der Rotbuche. 
Finde eine Buche mit Bucheckern, welche die Waldbewohner nun mit ausreichend Energie versorgt.","Scanne eine Buche mit Bucheckern oder frisch gefallenen Fr?chten.","Alle","1","Buche","","6941368cce2379d6f06d742a","2025-12-16T10:38:04.027000","2025-12-16T10:38:04.027000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"234","Energiepakete am Waldboden","Ein m?chtiger Herbstlieferant ? und ein gutes Beispiel f?r ?kologische Unterschiede zwischen heimisch und eingef?hrt.
Die Roteiche l?sst jetzt ihre Eicheln reifen. Eicheln geh?ren zu den energiereichsten Fr?chten unserer W?lder und sind f?r viele Tiere im Herbst unverzichtbar. Gleichzeitig zeigt die Roteiche exemplarisch, dass nicht jede Eichel gleich wertvoll ist: Als eingef?hrte Art wird sie von deutlich weniger Insekten genutzt als heimische Eichen. Finde eine fruchttragende Roteiche und entdecke, warum Herkunft f?r ?kologische Netzwerke eine Rolle spielt.","Scanne eine Roteiche mit reifen Eicheln oder frisch gefallenen Fr?chten.","B?ume","1","Eiche","Roteiche","69406f3053cbaefad27b5cc4","2025-12-15T20:27:28.286000","2025-12-15T20:27:28.286000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"233","Kleine ?pfel, gro?e Beute","Der Wildapfel tr?gt jetzt seine kleinen, festen Fr?chte. Sie sind f?r den Menschen kaum genie?bar, aber f?r viele Tiere eine wichtige Nahrungsquelle im Sp?tsommer und Herbst. V?gel, Kleins?uger und Insekten profitieren von den energiereichen Fr?chten, w?hrend die Samen durch Fra? verbreitet werden. Der Wildapfel zeigt exemplarisch, dass urspr?ngliche, seltene Pflanzen oft eine gr??ere ?kologische Bedeutung haben als ihre gez?chteten Verwandten. Finde einen fruchttragenden Wildapfel und entdecke, warum Vielfalt ihren Ursprung im Wilden hat.","Scanne einen Wildapfel mit Fr?chten.","B?ume","1","Apfel","","69406df9dba46944556dd25c","2025-12-15T20:22:17.272000","2025-12-15T20:22:17.272000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"232","Die schwarzen Perlen","Ein zentraler Nahrungslieferant des Sp?tsommers ? f?r Tiere wie f?r Menschen.
Der Schwarze Holunder tr?gt jetzt reife, tiefschwarze Beeren. Was im Fr?hjahr als duftende Bl?tendolden begann, ist nun zu einer der wichtigsten Fruchtressourcen des Sp?tsommers geworden. V?gel, S?ugetiere und Insekten nutzen die energiereichen Beeren, um Fettreserven f?r Herbst und Winter aufzubauen. Der Holunder zeigt exemplarisch, wie Pflanzen ihre Energie vom Bl?hen zur Fruchtbildung verlagern und damit ganze Nahrungsketten st?tzen. Finde einen fruchttragenden Holunder und entdecke, warum der Sp?tsommer die Zeit des Sammelns ist.
","Scanne einen Holunder mit reifen Beeren.","Alle","1","Holunder","Schwarzer Holunder","69406ccea27e2eeb2233d75e","2025-12-15T20:17:18.963000","2025-12-15T20:17:18.963000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"231","Wenn der Sommer losl?sst","Eine architektonische Schl?sselart des Sp?tsommers ? lebendig in Bl?te, lebenswichtig im Vergehen.
Die Wilde Karde bl?ht im Hochsommer ? doch ihre gr??te ?kologische Bedeutung entfaltet sie erst danach. Ihre stacheligen Bl?tenk?pfe trocknen zu stabilen Samenst?nden heran, die ?ber Herbst und Winter stehen bleiben. F?r Insekten war sie zuvor eine wertvolle Nektarquelle, f?r V?gel wie den Stieglitz werden ihre Samen nun lebenswichtig. Die Karde zeigt exemplarisch, dass Pflanzen nicht mit dem Verbl?hen ?enden?, sondern in eine neue ?kologische Phase ?bergehen.","Scanne eine Wilde Karde ? bl?hend oder bereits im Samenstand.","Blumen","1","Karde","Wilde Karde","69406c2a61e4010465ad8b06","2025-12-15T20:14:34.075000","2025-12-15T20:14:34.075000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"230","Das Gold der Weger?nder","Eine robuste Sp?tsommerpflanze ? funktional, widerstandsf?hig und ?kologisch vielschichtig.
Der Rainfarn bl?ht, wenn der Sommer bereits an Kraft verliert. Seine leuchtend gelben, scheibenf?rmigen Bl?ten stehen in dichten Dolden und liefern sp?ten Insekten noch Pollen und Nektar. Gleichzeitig enth?lt die Pflanze starke ?therische ?le, die sie vor Fra? sch?tzen ? ein chemischer Abwehrmechanismus, der ihr hilft, an hei?en, trockenen Standorten zu bestehen.","Scanne einen bl?henden Rainfarn an einem sonnigen Wegrand.","Blumen","1","Rainfarn","","69406a36b10ce83945a9d1f5","2025-12-15T20:06:14.039000","2025-12-15T20:06:14.039000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"229","Die stille Kraft des Sp?tsommers","Eine unscheinbare, aber ?kologisch hochrelevante Pflanze des Sp?t- und Hochsommers.
Der Gew?hnliche Beifu? bl?ht, wenn viele auff?llige Sommerblumen bereits verblassen. Seine unscheinbaren, gr?nlich-braunen Bl?ten setzen nicht auf Insekten, sondern auf den Wind ? eine Strategie, die im trockenen Sp?tsommer besonders zuverl?ssig ist. Gleichzeitig ist der Beifu? eine wichtige Futterpflanze f?r zahlreiche Nachtfalterraupen.","Scanne bl?henden Gew?hnlichen Beifu?.","Blumen","1","Beifu?","Gew?hnlicher Beifu?","6940693d315711cab74cf281","2025-12-15T20:02:05.901000","2025-12-15T20:02:05.901000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"228","Der Turm der Hitze","Ein Monument trockener Standorte ? langsam wachsend, hoch aufragend und perfekt an Hitze angepasst.
Die Gro?e K?nigskerze w?chst dort, wo der Sommer gnadenlos ist: auf trockenen, offenen und n?hrstoffarmen B?den. Im ersten Jahr bildet sie nur eine bodennahe Blattrosette, im zweiten Jahr schie?t sie pl?tzlich meterhoch in die H?he und tr?gt hunderte gelber Einzelbl?ten. Diese ?ffnen sich nacheinander und versorgen ?ber Wochen hinweg Wildbienen, K?fer und Schwebfliegen mit Nahrung. Finde eine bl?hende K?nigskerze und entdecke, wie Geduld, Wassersparen und langsames Wachstum zum Erfolg in extremen Lebensr?umen f?hren.","Scanne eine bl?hende Gro?e K?nigskerze.","Blumen","1","K?nigskerze","","69404b7ce6d61a56948cc984","2025-12-15T17:55:08.458000","2025-12-15T17:55:08.458000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"227","Leben auf hei?em Stein","Der Natternkopf w?chst dort, wo viele Pflanzen aufgeben: auf trockenen, n?hrstoffarmen B?den, an Bahnd?mmen, Schotterfl?chen und sonnigen H?ngen. Seine tiefreichende Pfahlwurzel erschlie?t Wasser aus gro?en Bodentiefen, w?hrend seine rau behaarten Bl?tter Verdunstung reduzieren. Die leuchtend blauen Bl?ten produzieren ?ber Wochen hinweg reichlich Nektar und sind besonders f?r Wildbienen und Hummeln wertvoll. Finde einen bl?henden Natternkopf und entdecke, wie Pflanzen extreme Sommerbedingungen meistern.","Scanne einen bl?henden Natternkopf an einem trockenen, sonnigen Standort.","Alle","1","Natternkopf","","694049a945e8457cf285c7ee","2025-12-15T17:47:21.335000","2025-12-15T17:47:21.335000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"226","Der Hochsommer an Gew?ssern","Der Blutweiderich steht jetzt in voller Bl?te und f?rbt Ufer, Gr?ben und Feuchtwiesen leuchtend purpurviolett. Seine zahlreichen kleinen Bl?ten produzieren reichlich Nektar und sind besonders f?r Bienen, Hummeln und Schmetterlinge wichtig, wenn andere Uferpflanzen bereits verbl?ht sind. Als typische Feuchtpflanze zeigt er, wie Gew?sserr?nder im Hochsommer zu Hotspots der Biodiversit?t werden. Finde bl?henden Blutweiderich und entdecke, warum intakte Uferzonen f?r viele Arten ?berlebenswichtig sind.","Scanne einen bl?henden Blutweiderich.","Blumen","1","Blutweiderich","","69402a140e635b365b209240","2025-12-15T15:32:36.945000","2025-12-15T15:32:36.945000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"225","Die Blume der Sonne","Ein Symbol des Hochsommers ? und ein Lehrbeispiel f?r Sonnenenergie und Massenbl?te. 
Die Sonnenblume ist ein echtes Kraftwerk des Sommers. Ihr gro?er Bl?tenkopf sammelt Sonnenenergie und besteht aus hunderten kleiner Einzelbl?ten, die nacheinander aufbl?hen. Dadurch liefert sie ?ber viele Tage hinweg Pollen und Nektar f?r zahlreiche Insekten. Junge Sonnenblumen richten ihre Knospen nach dem Lauf der Sonne aus ? ein Verhalten, das ihre Energieaufnahme maximiert. Finde eine bl?hende Sonnenblume und entdecke, wie Pflanzen den Hochsommer nutzen, um maximale Energie in Wachstum und Samen zu investieren.","Scanne drei bl?hende Sonnenblumen.","Blumen","3","Sonnenblume","","694027893ac0558cf8f9b01e","2025-12-15T15:21:45.931000","2025-12-15T15:21:45.931000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"224","Die Blume f?r alle","Die Wilde M?hre wirkt auf den ersten Blick schlicht, doch ihre flachen, wei?en Dolden sind wahre Insektenmagnete. Durch die vielen kleinen Einzelbl?ten ist sie f?r fast alle Best?uber zug?nglich ? selbst f?r K?fer, Schwebfliegen und winzige Wildbienen. Oft tr?gt sie in der Mitte eine einzelne dunkle Bl?te, die wie ein Insekt aussieht und zus?tzliche Besucher anlockt. Finde eine Wilde M?hre und entdecke, warum offene Bl?tenst?nde eine der erfolgreichsten Strategien des Sommers sind.","Scanne eine bl?hende Wilde M?hre (wei?e Dolden, oft mit dunklem Punkt in der Mitte).","Blumen","1","M?hre","Wilde M?hre","694026e37c41f7ee96035387","2025-12-15T15:18:59.801000","2025-12-15T15:18:59.801000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"223","Wenn Felder kurz aufleuchten","Ein fl?chtiger Sommerbote ? spektakul?r, kurzlebig und ?kologisch bedeutsam.
Der Mohn ist ein Meister des Augenblicks. Seine leuchtend roten Bl?ten ?ffnen sich oft nur f?r wenige Tage, liefern dann aber enorme Mengen an Pollen ? ganz ohne Nektar. Genau davon profitieren vor allem pollen?sammelnde Wildbienen. Als typische Ackerwildpflanze keimt der Mohn nach Bodenst?rungen und zeigt, wie sehr Pflanzen an menschliche Nutzung angepasst sein k?nnen.","Scanne einen bl?henden Klatschmohn.","Blumen","1","Mohn","","693ff8fb67b211289555d35b","2025-12-15T12:03:07.892000","2025-12-15T20:06:57.530000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"222","Die Sonne der Wiese","Die Margerite steht jetzt in voller Bl?te und pr?gt mit ihren wei?en Zungenbl?ten und der gelben Mitte das Bild des Fr?hsommers. Was wie eine einzelne Blume aussieht, ist in Wirklichkeit ein ganzer Bl?tenstand aus vielen kleinen Einzelbl?ten. Diese offene Struktur macht die Margerite f?r zahlreiche Insekten leicht zug?nglich ? von K?fern ?ber Fliegen bis zu Wildbienen.","Scanne eine bl?hende Margerite.","Blumen","1","Margerite","","693ff7a4b628c90471a8681e","2025-12-15T11:57:24.077000","2025-12-15T11:57:24.077000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
"221","Ein Buffet f?r Alle","Die Wiesen-Flockenblume wirkt auf den ersten Blick unspektakul?r, doch f?r Insekten ist sie ein Festmahl. Ihre offenen, gut zug?nglichen Bl?tenk?pfe liefern reichlich Nektar und Pollen f?r unterschiedlichste Best?uber ? von kleinen Wildbienen bis zu Schmetterlingen. Anders als hochspezialisierte Bl?ten ist sie f?r viele Arten nutzbar und h?lt die Wiesen auch dann lebendig, wenn andere Pflanzen bereits verbl?ht sind.","","Blumen","1","Flockenblume","","693ff69aa12ef67b0b1a1917","2025-12-15T11:52:58.396000","2025-12-15T11:52:58.396000","68ed5acb3c768a7480fef6a0","kaji0tt@googlemail.com"
